FID,FeatId1,Route_Name,Route_Numb,Route_Dire,Bus_Orient,Bus_Stop_I,On_Street,At_Street,Location_O,Location_A,X,Y
862,276,South Windsor 7,0, , ,0,Sprucewood,Ambassador Golf, , ,-83.07976648,42.25444565
863,275,South Windsor 7,0, , ,0,Marigold,Weaver, , ,-83.08479077,42.25902063
864,274,South Windsor 7,0, , ,0,Sprucewood,Ambassador Golf, , ,-83.07979162,42.25432881
865,273,South Windsor 7,0, , ,0,Sprucewood,Matchette, , ,-83.07643252,42.25266841
866,272,South Windsor 7,0, , ,0,Sprucewood,Matchette, , ,-83.074939,42.25191858
867,271,South Windsor 7,0, , ,0,Sprucewood,Abbott, , ,-83.06886161,42.2488759
868,270,South Windsor 7,0, , ,0,Sprucewood,Woodmont, , ,-83.06592754,42.24768718
869,269,South Windsor 7,0, , ,0,Sprucewood,Malden, , ,-83.06230347,42.24671406
870,268,South Windsor 7,0, , ,0,Malden,Delmar, , ,-83.06065108,42.24757599
871,267,South Windsor 7,0, , ,0,Malden,Wyoming, , ,-83.06056112,42.24981563
872,266,South Windsor 7,0, , ,0,Todd Lane,Elmdale, , ,-83.05427484,42.25137353
873,265,South Windsor 7,0, , ,0,Todd Lane,Wayne, , ,-83.04991601,42.25121569
874,264,South Windsor 7,0, , ,0,Todd Lane,Canada, , ,-83.0467966,42.25111677
875,263,South Windsor 7,0, , ,0,Todd Lane,Ninth, , ,-83.04149241,42.25093376
876,262,South Windsor 7,0, , ,0,Todd Lane,Tenth, , ,-83.0393508,42.25084985
877,261,South Windsor 7,0, , ,0,Cabana,Northway, , ,-83.03232945,42.25194023
878,260,South Windsor 7,0, , ,0,Cabana,Southwinds, , ,-83.02645105,42.25301812
879,259,South Windsor 7,0, , ,0,Cabana,Roxborough, , ,-83.02331352,42.2535919
880,258,South Windsor 7,0, , ,0,Geraedts,St Clair Residence, , ,-83.02079208,42.24924853
881,257,South Windsor 7,0, , ,0,St Clair,Front Entrance, , ,-83.01757889,42.24612457
882,256,South Windsor 7,0, , ,0,Cabana,Geraedts, , ,-83.02114941,42.25399513
883,255,South Windsor 7,0, , ,0,Cabana,Longfellow, , ,-83.01639839,42.25482452
884,254,South Windsor 7,0, , ,0,Cabana,McGraw, , ,-83.00879878,42.25619029
885,253,South Windsor 7,0, , ,0,Howard,Cabana, , ,-82.99552386,42.25906215
886,252,South Windsor 7,0, , ,0,Howard,Maguire, , ,-82.99935493,42.26496829
887,251,South Windsor 7,0, , ,0,Howard,Kenilworth, , ,-83.00169412,42.26867845
888,250,South Windsor 7,0, , ,0,Devonshire Mall,Moxies, , ,-82.9996722,42.27348147
889,249,South Windsor 7,0, , ,0,Marentette,Foster, , ,-82.9952425,42.26998566
890,248,South Windsor 7,0, , ,0,Marentette,Division, , ,-82.99329363,42.26690485
891,247,South Windsor 7,0, , ,0,Provincial,Clarke, , ,-82.98503725,42.26214476
892,246,South Windsor 7,0, , ,0,Provincial,Cabana, , ,-82.98091105,42.25990031
893,245,South Windsor 7,0, , ,0,Provincial,Lone Pine, , ,-82.97648521,42.25747605
894,244,South Windsor 7,0, , ,0,Provincial,Monarch Basics, , ,-82.97273857,42.25542815
895,243,South Windsor 7,0, , ,0,Provincial,Legacy Park, , ,-82.97040698,42.25417498
896,242,South Windsor 7,0, , ,0,Legacy Park,Sears Home, , ,-82.96613885,42.25381363
897,241,South Windsor 7,0, , ,0,Division,Turner, , ,-82.97043421,42.26300019
898,240,South Windsor 7,0, , ,0,Division,Woodward, , ,-82.97503841,42.262187
899,239,South Windsor 7,0, , ,0,Division,Conservation Area, , ,-82.98106216,42.26200705
900,238,South Windsor 7,0, , ,0,Division,Clarke, , ,-82.98469818,42.26294602
901,237,South Windsor 7,0, , ,0,Marentette,Division, , ,-82.99347425,42.26750114
902,236,South Windsor 7,0, , ,0,Marentette,Foster, , ,-82.99589558,42.2712588
903,235,South Windsor 7,0, , ,0,Howard,Kenilworth, , ,-83.0013781,42.2679001
904,234,South Windsor 7,0, , ,0,Howard,Maguire, , ,-82.99897043,42.26407631
905,233,South Windsor 7,0, , ,0,Cabana,Dougall, , ,-83.00470069,42.25715926
906,232,South Windsor 7,0, , ,0,Cabana,McGraw, , ,-83.01062504,42.25602283
907,231,South Windsor 7,0, , ,0,Cabana,Dominion, , ,-83.01809508,42.25471137
908,230,South Windsor 7,0, , ,0,Cabana,Geraedts, , ,-83.02256099,42.25388706
909,229,South Windsor 7,0, , ,0,Cabana,Randolph, , ,-83.02687063,42.25307228
910,228,South Windsor 7,0, , ,0,Cabana,Northway, , ,-83.0328299,42.25197268
911,227,South Windsor 7,0, , ,0,Todd Lane,Ninth, , ,-83.04125973,42.25106908
912,226,South Windsor 7,0, , ,0,Todd Lane,Canada, , ,-83.04702993,42.25126241
913,225,South Windsor 7,0, , ,0,Todd Lane,Wayne, , ,-83.04959065,42.25134668
914,224,South Windsor 7,0, , ,0,Todd Lane,Third, , ,-83.05538456,42.25153198
915,223,South Windsor 7,0, , ,0,Malden,Delmar, , ,-83.06095357,42.24736138
916,222,South Windsor 7,0, , ,0,Sprucewood,Malden, , ,-83.06244913,42.24689345
917,221,South Windsor 7,0, , ,0,Sprucewood,Woodmont, , ,-83.06590328,42.24781706
918,220,South Windsor 7,0, , ,0,Sprucewood,Abbott, , ,-83.06940663,42.24929056
919,219,South Windsor 7,0, , ,0,Sprucewood,Matchette, , ,-83.07365277,42.25141326
920,218,South Windsor 7,0, , ,0,Matchette,Titcombe, , ,-83.07417777,42.26391362
921,217,South Windsor 7,0, , ,0,Matchette,Armanda, , ,-83.07312839,42.26968967
922,216,South Windsor 7,0, , ,0,Matchette,Carmichael, , ,-83.06907142,42.28167783
923,215,South Windsor 7,0, , ,0,Matchette,Chappell, , ,-83.06837154,42.28361932
924,214,South Windsor 7,0, , ,0,Prince,Vaughan, , ,-83.06760141,42.28790082
925,213,South Windsor 7,0, , ,0,Prince,Barrymore, , ,-83.07142284,42.28884302
926,212,South Windsor 7,0, , ,0,Prince,College, , ,-83.07447789,42.28959461
927,211,Walkerville 8,0, , ,0,Church,Pitt, , ,-83.04369832,42.31776495
928,210,Walkerville 8,0, , ,0,Riverside,Ouellette, , ,-83.03931422,42.31973067
929,209,Walkerville 8,0, , ,0,Riverside,McDougall, , ,-83.03654523,42.32033812
930,208,Walkerville 8,0, , ,0,Riverside,Aylmer, , ,-83.03073595,42.32155985
931,207,Walkerville 8,0, , ,0,Riverside,Parent, , ,-83.02596982,42.32284582
932,206,Walkerville 8,0, , ,0,Riverside,Hall, , ,-83.02197198,42.32433975
933,205,Walkerville 8,0, , ,0,Gladstone,Assumption, , ,-83.01800522,42.32286753
934,204,Walkerville 8,0, , ,0,Gladstone,Wyandotte, , ,-83.01682726,42.32101769
935,203,Walkerville 8,0, , ,0,Gladstone,Cataraqui, , ,-83.015712,42.31926928
936,202,Walkerville 8,0, , ,0,Gladstone,Niagara, , ,-83.01469536,42.31769165
937,201,Walkerville 8,0, , ,0,Gladstone,Erie, , ,-83.01354374,42.31588422
938,200,Walkerville 8,0, , ,0,Gladstone,Richmond, , ,-83.01267438,42.31453837
939,199,Walkerville 8,0, , ,0,Gladstone,Giles, , ,-83.01136528,42.31252677
940,198,Walkerville 8,0, , ,0,Gladstone,Ottawa, , ,-83.01003054,42.31045279
941,197,Walkerville 8,0, , ,0,Shepherd,Lincoln, , ,-83.00715554,42.30787198
942,196,Walkerville 8,0, , ,0,Lincoln,ETR Rail Tracks, , ,-83.00551145,42.30542523
943,195,Walkerville 8,0, , ,0,Lincoln,Seneca, , ,-83.00450753,42.30385172
944,194,Walkerville 8,0, , ,0,Lincoln,Tecumseh, , ,-83.00227345,42.30037016
945,193,Walkerville 8,0, , ,0,Lincoln,Vimy, , ,-83.00000479,42.29685386
946,192,Walkerville 8,0, , ,0,Lincoln,Ypres, , ,-82.99882012,42.29499504
947,191,Walkerville 8,0, , ,0,Ypres,Kildare, , ,-82.99543241,42.29594487
948,190,Walkerville 8,0, , ,0,Ypres,Byng, , ,-82.99285993,42.2968434
949,189,Walkerville 8,0, , ,0,Ypres,Walker, , ,-82.99146415,42.29733496
950,188,Walkerville 8,0, , ,0,Walker,Somme, , ,-82.98993976,42.29509023
951,187,Walkerville 8,0, , ,0,Walker,St Julien, , ,-82.98834527,42.29264607
952,186,Walkerville 8,0, , ,0,Walker,Grand Marais, , ,-82.98718885,42.29064219
953,185,Walkerville 8,0, , ,0,Walker,Parkdale, , ,-82.98481634,42.28739848
954,184,Walkerville 8,0, , ,0,Walker,Digby, , ,-82.98366707,42.28556266
955,183,Walkerville 8,0, , ,0,Walker,Sydney, , ,-82.98024954,42.28017201
956,182,Walkerville 8,0, , ,0,Walker,Seymour, , ,-82.97891833,42.27798749
957,181,Walkerville 8,0, , ,0,Walker,Foster, , ,-82.97759058,42.27589482
958,180,Walkerville 8,0, , ,0,Walker,Lappan, , ,-82.97615321,42.27369017
959,179,Walkerville 8,0, , ,0,Walker,Calderwood, , ,-82.97489098,42.27169101
960,178,Walkerville 8,0, , ,0,Walker,Melinda, , ,-82.97354071,42.26954208
961,177,Walkerville 8,0, , ,0,Walker,Ledyard, , ,-82.97233414,42.26758751
962,176,Walkerville 8,0, , ,0,Walker,Division, , ,-82.96968447,42.26333374
963,175,Walkerville 8,0, , ,0,Walker,Home Depot Plaza, , ,-82.9682831,42.26116109
964,174,Walkerville 8,0, , ,0,Walker,Canada Post, , ,-82.96706839,42.25915835
965,173,Walkerville 8,0, , ,0,Walker,Best Buy, , ,-82.96580696,42.25723896
966,172,Walkerville 8,0, , ,0,Walker,Costco, , ,-82.96476411,42.25557323
967,171,Walkerville 8,0, , ,0,Walker,Legacy Park, , ,-82.96317705,42.25289943
968,170,Walkerville 8,0, , ,0,Walker,Ducharme, , ,-82.96328654,42.24709516
969,169,Walkerville 8,0, , ,0,Walker,401, , ,-82.96344706,42.2448635
970,168,Walkerville 8,0, , ,0,Walker,U-Haul, , ,-82.96359197,42.24290608
971,167,Walkerville 8,0, , ,0,Walker,North Talbot, , ,-82.96386785,42.23930389
972,166,Walkerville 8,0, , ,0,North Talbot,Halford, , ,-82.96585365,42.23946576
973,165,Walkerville 8,0, , ,0,North Talbot,Burke, , ,-82.96872573,42.24017927
974,164,Walkerville 8,0, , ,0,North Talbot,Dumouchelle, , ,-82.9715405,42.24086262
975,163,Walkerville 8,0, , ,0,North Talbot,Pioneer, , ,-82.97966398,42.24280421
976,162,Walkerville 8,0, , ,0,North Talbot,Sixth Concession, , ,-82.98150874,42.24326045
977,161,Walkerville 8,0, , ,0,Sixth Concession,401, , ,-82.9796677,42.24514306
978,160,Walkerville 8,0, , ,0,Sixth Concession,Holburn, , ,-82.97946885,42.24998222
979,159,Walkerville 8,0, , ,0,Holburn,Spago, , ,-82.976627,42.25000205
980,158,Walkerville 8,0, , ,0,Holburn,Ducharme, , ,-82.97449828,42.24993217
981,157,Walkerville 8,0, , ,0,Ducharme,Canberra, , ,-82.9739624,42.24823503
982,156,Walkerville 8,0, , ,0,Ducharme,Periwinkle, , ,-82.97110963,42.24787405
983,155,Walkerville 8,0, , ,0,Ducharme,Fontana, , ,-82.96831825,42.24777762
984,154,Walkerville 8,0, , ,0,Ducharme,Lavender, , ,-82.96642293,42.24771208
985,153,Walkerville 8,0, , ,0,Ducharme,Walker, , ,-82.96364283,42.24763179
986,152,Walkerville 8,0, , ,0,Walker,7th Concession, , ,-82.96360681,42.2542424
987,151,Walkerville 8,0, , ,0,Walker,Walker Crossings, , ,-82.96515464,42.2567243
988,150,Walkerville 8,0, , ,0,Walker,Canadian Tire, , ,-82.96652818,42.25890823
989,149,Walkerville 8,0, , ,0,Walker,Ferrari Plaza, , ,-82.9678083,42.26092265
990,148,Walkerville 8,0, , ,0,Windsor Airport,Front Entrance, , ,-82.95969844,42.26560012
991,147,Walkerville 8,0, , ,0,Walker,Division, , ,-82.96945733,42.26354545
992,146,Walkerville 8,0, , ,0,Walker,Moxlay, , ,-82.97110758,42.26613472
993,145,Walkerville 8,0, , ,0,Walker,Ledyard, , ,-82.97196321,42.26746729
994,144,Walkerville 8,0, , ,0,Walker,Melinda, , ,-82.97372352,42.27020705
995,143,Walkerville 8,0, , ,0,Walker,Calderwood, , ,-82.97495781,42.27216203
996,142,Walkerville 8,0, , ,0,Walker,Lappan, , ,-82.97633488,42.27439374
997,141,Walkerville 8,0, , ,0,Walker,Foster, , ,-82.97781045,42.27675239
998,140,Walkerville 8,0, , ,0,Walker,Seymour, , ,-82.97941513,42.27927016
999,139,Walkerville 8,0, , ,0,Walker,Sydney, , ,-82.98049637,42.28095613
"1,000",138,Walkerville 8,0, , ,0,Walker,Digby, , ,-82.98389379,42.28643706
"1,001",137,Walkerville 8,0, , ,0,Walker,Parkdale, , ,-82.98565806,42.28918334
"1,002",136,Walkerville 8,0, , ,0,Walker,Grand Marais, , ,-82.98713299,42.29104541
"1,003",135,Walkerville 8,0, , ,0,Walker,St Julien, , ,-82.9886094,42.29347711
"1,004",134,Walkerville 8,0, , ,0,Walker,Somme, , ,-82.98979529,42.29532912
"1,005",133,Walkerville 8,0, , ,0,Ypres,Turner, , ,-82.99221828,42.29726573
"1,006",132,Walkerville 8,0, , ,0,Ypres,Byng, , ,-82.9936618,42.29673761
"1,007",131,Walkerville 8,0, , ,0,Ypres,Kildare, , ,-82.99577909,42.29598561
"1,008",130,Walkerville 8,0, , ,0,Ypres,Lincoln, , ,-82.99830342,42.29509324
"1,009",129,Walkerville 8,0, , ,0,Lincoln,Vimy, , ,-83.00008675,42.29723007
"1,010",128,Walkerville 8,0, , ,0,Lincoln,Tecumseh, , ,-83.00229084,42.30067324
"1,011",127,Walkerville 8,0, , ,0,Lincoln,Seneca, , ,-83.00414527,42.30350435
"1,012",126,Walkerville 8,0, , ,0,Lincoln,ETR Rail Tracks, , ,-83.00550037,42.30559419
"1,013",125,Walkerville 8,0, , ,0,Lincoln,Shepherd, , ,-83.00691938,42.30784701
"1,014",124,Walkerville 8,0, , ,0,Lincoln,Ottawa, , ,-83.00911282,42.31122567
"1,015",123,Walkerville 8,0, , ,0,Lincoln,Ontario, , ,-83.01067932,42.3136675
"1,016",122,Walkerville 8,0, , ,0,Lincoln,Richmond, , ,-83.01172326,42.31530186
"1,017",121,Walkerville 8,0, , ,0,Lincoln,Erie, , ,-83.01263142,42.31667227
"1,018",120,Walkerville 8,0, , ,0,Lincoln,Niagara, , ,-83.01376853,42.31846313
"1,019",119,Walkerville 8,0, , ,0,Lincoln,Cataraqui, , ,-83.01478808,42.32003466
"1,020",118,Walkerville 8,0, , ,0,Lincoln,Wyandotte, , ,-83.01603272,42.32197827
"1,021",117,Walkerville 8,0, , ,0,Lincoln,Assumption, , ,-83.01691053,42.32332393
"1,022",116,Walkerville 8,0, , ,0,Riverside,Hall, , ,-83.02158294,42.32460651
"1,023",115,Walkerville 8,0, , ,0,Riverside,Parent, , ,-83.02671974,42.32272463
"1,024",114,Walkerville 8,0, , ,0,Riverside,Louis, , ,-83.03042194,42.32176515
"1,025",113,Walkerville 8,0, , ,0,Riverside,Goyeau, , ,-83.0386882,42.32004998
"1,026",112,Walkerville 8,0, , ,0,Ferry,Pitt, , ,-83.04160963,42.31866257
"1,027",111,Lauzon 10,0, , ,0,Tecumseh Mall,Rear Entrance, , ,-82.9367009,42.31590819
"1,028",110,Lauzon 10,0, , ,0,Lauzon,Lilac, , ,-82.9284678,42.3086901
"1,029",109,Lauzon 10,0, , ,0,Banwell,Palmetto, , ,-82.90034795,42.31072743
"1,030",108,Lauzon 10,0, , ,0,Banwell,Tecumseh, , ,-82.90102469,42.31347925
"1,031",107,Lauzon 10,0, , ,0,Banwell,McNorton, , ,-82.90151554,42.3152898
"1,032",106,Lauzon 10,0, , ,0,McHugh,Questa, , ,-82.90360198,42.31729416
"1,033",105,Lauzon 10,0, , ,0,McHugh,Trappers, , ,-82.90598815,42.31757489
"1,034",104,Lauzon 10,0, , ,0,McHugh,Venetian, , ,-82.90920866,42.31793444
"1,035",103,Lauzon 10,0, , ,0,McHugh,Clover, , ,-82.91136548,42.3181541
"1,036",102,Lauzon 10,0, , ,0,McHugh,Mickey Renaud Way, , ,-82.92671002,42.3209043
"1,037",101,Lauzon 10,0, , ,0,McHugh,Darfield, , ,-82.93268879,42.32255707
"1,038",100,Lauzon 10,0, , ,0,McHugh,Lauzon, , ,-82.93664707,42.32217822
"1,039",99,Lauzon 10,0, , ,0,Tecumseh Mall,Rear Entrance, , ,-82.93697154,42.31602911
"1,040",98,Lauzon 10,0, , ,0,McHugh,Lauzon, , ,-82.93631651,42.32200656
"1,041",97,Lauzon 10,0, , ,0,McHugh,Darfield, , ,-82.9324537,42.32237517
"1,042",96,Lauzon 10,0, , ,0,McHugh,Mickey Renuad Way, , ,-82.92695754,42.32077254
"1,043",95,Lauzon 10,0, , ,0,McHugh,Clover, , ,-82.91302881,42.3181533
"1,044",94,Lauzon 10,0, , ,0,Clover,Little River, , ,-82.91315171,42.3248069
"1,045",93,Lauzon 10,0, , ,0,Little River,Pearson, , ,-82.910406,42.32514678
"1,046",92,Lauzon 10,0, , ,0,Little River,Chateau, , ,-82.90721277,42.32539015
"1,047",91,Lauzon 10,0, , ,0,Little River,Jarvis, , ,-82.90079355,42.32566934
"1,048",90,Lauzon 10,0, , ,0,Cora Greenwood,Little River, , ,-82.89839652,42.32645329
"1,049",89,Lauzon 10,0, , ,0,Cora Greenwood,Castle Hill, , ,-82.89896828,42.32880477
"1,050",88,Lauzon 10,0, , ,0,Cora Greenwood,Dillon, , ,-82.89946266,42.33084013
"1,051",87,Lauzon 10,0, , ,0,Cora Greenwood,Riverside, , ,-82.90006939,42.33335634
"1,052",86,Lauzon 10,0, , ,0,Riverside,Jarvis, , ,-82.90271343,42.33421005
"1,053",85,Lauzon 10,0, , ,0,Wyandotte,Greendale, , ,-82.93100137,42.33366053
"1,054",84,Lauzon 10,0, , ,0,Wyandotte,Westchester, , ,-82.93263611,42.33361481
"1,055",83,Lauzon 10,0, , ,0,Wyandotte,Isack, , ,-82.93538233,42.33359022
"1,056",82,Lauzon 10,0, , ,0,Wyandotte,Riverside Plaza, , ,-82.93880215,42.33357011
"1,057",81,Lauzon 10,0, , ,0,Wyandotte,Watson, , ,-82.94050599,42.33356392
"1,058",80,Lauzon 10,0, , ,0,Lauzon,Wyandotte, , ,-82.94369968,42.33292476
"1,059",79,Lauzon 10,0, , ,0,Lauzon,St Rose, , ,-82.94154683,42.32940214
"1,060",78,Parent 14,0, , ,0,Transit Terminal,Chatham, , ,-83.043372,42.31750338
"1,061",77,Parent 14,0, , ,0,Ferry,Riverside, , ,-83.04161356,42.31903463
"1,062",76,Parent 14,0, , ,0,Glengarry,University, , ,-83.03135595,42.31881348
"1,063",75,Parent 14,0, , ,0,Glengarry,Wyandotte, , ,-83.0297664,42.31631911
"1,064",74,Parent 14,0, , ,0,Howard,Niagara, , ,-83.02731751,42.3137732
"1,065",73,Parent 14,0, , ,0,Parent,Erie, , ,-83.02037069,42.31308978
"1,066",72,Parent 14,0, , ,0,Parent,Giles, , ,-83.01871976,42.31056464
"1,067",71,Parent 14,0, , ,0,Parent,Ottawa, , ,-83.01693124,42.30778023
"1,068",70,Parent 14,0, , ,0,Parent,Ellis, , ,-83.0159057,42.30619131
"1,069",69,Parent 14,0, , ,0,Parent,Shepherd, , ,-83.01501256,42.30481579
"1,070",68,Parent 14,0, , ,0,Parent,Hanna, , ,-83.01368614,42.30275772
"1,071",67,Parent 14,0, , ,0,Parent,Tecumseh, , ,-83.01148603,42.29937697
"1,072",66,Parent 14,0, , ,0,Eugenie,Remington, , ,-83.01173412,42.2886901
"1,073",65,Parent 14,0, , ,0,Eugenie,Lillian, , ,-83.00968515,42.28940743
"1,074",64,Parent 14,0, , ,0,Eugenie,South Pacific, , ,-83.00830197,42.28991038
"1,075",63,Parent 14,0, , ,0,South Pacific,Parent, , ,-83.00582771,42.29003348
"1,076",62,Parent 14,0, , ,0,South Pacific,Jeremiah, , ,-83.00173092,42.28979797
"1,077",61,Parent 14,0, , ,0,Southdale,South Pacific, , ,-82.99826673,42.28882
"1,078",60,Parent 14,0, , ,0,Southdale,Bramley, , ,-82.9946257,42.2890858
"1,079",59,Parent 14,0, , ,0,Slater,Southdale, , ,-82.99184997,42.28899578
"1,080",58,Parent 14,0, , ,0,Slater,Glenbrook, , ,-82.99073435,42.28907778
"1,081",57,Parent 14,0, , ,0,Slater,Grand Marais, , ,-82.99025697,42.28826044
"1,082",56,Parent 14,0, , ,0,Grand Marais,Southdale, , ,-82.99165367,42.28702943
"1,083",55,Parent 14,0, , ,0,Grand Marais,Garvey, , ,-82.99363819,42.28591625
"1,084",54,Parent 14,0, , ,0,Grand Marais,South Pacific, , ,-82.99719979,42.28439028
"1,085",53,Parent 14,0, , ,0,Grand Marais,Langlois, , ,-82.99941347,42.2835308
"1,086",52,Parent 14,0, , ,0,Langlois,North Service, , ,-82.99812392,42.28104512
"1,087",51,Parent 14,0, , ,0,North Service,Conservation, , ,-82.99321733,42.28179456
"1,088",50,Parent 14,0, , ,0,Conservation,South Service, , ,-82.99291851,42.28112621
"1,089",49,Parent 14,0, , ,0,South Service,Parkwood, , ,-82.99539126,42.2805799
"1,090",48,Parent 14,0, , ,0,South Service,Parkwood, , ,-82.99453666,42.28058209
"1,091",47,Parent 14,0, , ,0,South Service,Conservation, , ,-82.99301764,42.28087473
"1,092",46,Parent 14,0, , ,0,Conservation,North Service, , ,-82.99299463,42.28176651
"1,093",45,Parent 14,0, , ,0,North Service,Langlois, , ,-82.99784764,42.28101209
"1,094",44,Parent 14,0, , ,0,Langlois,Grand Marais, , ,-82.99944289,42.28339744
"1,095",43,Parent 14,0, , ,0,Grand Marais,South Pacific, , ,-82.99702379,42.28433772
"1,096",42,Parent 14,0, , ,0,Grand Marais,Garvey, , ,-82.9933645,42.28594155
"1,097",41,Parent 14,0, , ,0,Slater,Hartford, , ,-82.99027292,42.28853437
"1,098",40,Parent 14,0, , ,0,Slater,Glenbrook, , ,-82.99071086,42.28926762
"1,099",39,Parent 14,0, , ,0,Slater,Southdale, , ,-82.99207022,42.2890251
"1,100",38,Parent 14,0, , ,0,Southdale,Bramley, , ,-82.99534215,42.28917184
"1,101",37,Parent 14,0, , ,0,Southdale,South Pacific, , ,-82.99831344,42.28891227
"1,102",36,Parent 14,0, , ,0,South Pacific,Jeremiah, , ,-83.00196772,42.28991378
"1,103",35,Parent 14,0, , ,0,South Pacific,Parent, , ,-83.00617894,42.2901442
"1,104",34,Parent 14,0, , ,0,Eugenie,Lillian, , ,-83.0094255,42.28963974
"1,105",33,Parent 14,0, , ,0,Eugenie,Remington, , ,-83.01192667,42.28875961
"1,106",32,Parent 14,0, , ,0,Howard,Tecumseh, , ,-83.01680899,42.29771356
"1,107",31,Parent 14,0, , ,0,Parent,Tecumseh, , ,-83.01128621,42.29941227
"1,108",30,Parent 14,0, , ,0,Parent,Hanna, , ,-83.0134114,42.3026872
"1,109",29,Parent 14,0, , ,0,Parent,Shepherd, , ,-83.01487382,42.30498686
"1,110",28,Parent 14,0, , ,0,Parent,Ellis, , ,-83.01577859,42.30637751
"1,111",27,Parent 14,0, , ,0,Parent,Giles, , ,-83.01866301,42.31080033
"1,112",26,Parent 14,0, , ,0,Erie,Howard, , ,-83.02575958,42.31188424
"1,113",25,Parent 14,0, , ,0,Howard,Elliott, , ,-83.0273615,42.31416808
"1,114",24,Parent 14,0, , ,0,Aylmer,Wyandotte, , ,-83.02862037,42.31737602
"1,115",23,Parent 14,0, , ,0,Aylmer,Assumption, , ,-83.02979698,42.31920742
"1,116",22,Parent 14,0, , ,0,Chatham,Glengarry, , ,-83.03188972,42.32014347
"1,117",21,Tunnel Bus,0, , ,0,Pitt,Goyeau, , ,-83.03828541,42.31925417
"1,118",20,Tunnel Bus,0, , ,0,Goyeau,Park, , ,-83.03612041,42.31638017
"1,119",19,Tunnel Bus,0, , ,0,Canada Customs,Duty Free, , ,-83.03655841,42.31578617
"1,120",18,Tunnel Bus,0, , ,0,US Customs,US Customs, , ,-83.04156141,42.32823818
"1,121",17,Tunnel Bus,0, , ,0,Tunnel Platform,Jefferson, , ,-83.04166341,42.32961518
"1,122",16,Tunnel Bus,0, , ,0,Beaubien,Jefferson, , ,-83.03985741,42.33122218
"1,123",15,Tunnel Bus,0, , ,0,Congress,Beaubien, , ,-83.04121041,42.33226718
"1,124",14,Tunnel Bus,0, , ,0,Congress,Randolph, , ,-83.04367541,42.33119518
"1,125",13,Tunnel Bus,0, , ,0,Woodward,Larned, , ,-83.04558441,42.32963218
"1,126",12,Tunnel Bus,0, , ,0,Washington,COBO, , ,-83.04822141,42.32769417
"1,127",11,Tunnel Bus,0, , ,0,Fort,Cass, , ,-83.05042641,42.32953818
"1,128",10,Tunnel Bus,0, , ,0,Cass,Lafayette, , ,-83.05147341,42.33039718
"1,129",9,Tunnel Bus,0, , ,0,Cass,Michigan, , ,-83.05237441,42.33151318
"1,130",8,Tunnel Bus,0, , ,0,Times Square,RPTC, , ,-83.05244641,42.33327418
"1,131",7,Tunnel Bus,0, , ,0,Michigan,Shelby, , ,-83.05010141,42.33157418
"1,132",6,Tunnel Bus,0, , ,0,Griswold,Congress, , ,-83.04657041,42.32954918
"1,133",5,Tunnel Bus,0, , ,0,Tunnel Platform,Mariners Church, , ,-83.04206541,42.32899718
"1,134",4,Tunnel Bus,0, , ,0,Park,Goyeau, , ,-83.03699601,42.31667182
"1,135",3,Tunnel Bus,0, , ,0,Riverside,McDougall, , ,-83.03580441,42.32052117
"1,136",2,Tunnel Bus,0, , ,0,Windsor International Transit Terminal,Chatham, , ,-83.04325841,42.31790617
"1,137",1,Special Events,0, , ,0,Broadway,Witherell, , ,-83.04932141,42.33643318
